"MegaeraField","ID","ID","ID","","","","Line"
"Integrated","MegaeraField_","0064","MegaeraField_0064","","","","吃我一招！"
"Integrated","MegaeraField_","0065","MegaeraField_0065","","","","接招！"
"Integrated","MegaeraField_","0066","MegaeraField_0066","","","","尝尝这个！"
"Integrated","MegaeraField_","0067","MegaeraField_0067","","","","躲这个啊！"
"Integrated","MegaeraField_","0068","MegaeraField_0068","","","","吃我一招！"
"Integrated","MegaeraField_","0069","MegaeraField_0069","","","","接着！"
"Integrated","MegaeraField_","0070","MegaeraField_0070","","","","死吧！"
"Integrated","MegaeraField_","0071","MegaeraField_0071","","","","杀死你！"
"Integrated","MegaeraField_","0072","MegaeraField_0072","","","","受苦！"
"Integrated","MegaeraField_","0073","MegaeraField_0073","","","","接着！"
"Integrated","MegaeraField_","0074","MegaeraField_0074","","","","血与黑暗啊！"
"Integrated","MegaeraField_","0075","MegaeraField_0075","","","","是你自找的！"
"Integrated","MegaeraField_","0076","MegaeraField_0076","","","","跑啊，笨蛋！"
"Integrated","MegaeraField_","0077","MegaeraField_0077","","","","我要在你站着的地方杀死你！"
"Integrated","MegaeraField_","0078","MegaeraField_0078","","","","够了！"
"Integrated","MegaeraField_","0079","MegaeraField_0079","","","","跑吧，小家伙！"
"Integrated","MegaeraField_","0080","MegaeraField_0080","","","","你逃不出我的手心。"
"Integrated","MegaeraField_","0081","MegaeraField_0081","","","","试试这个…！"
"Integrated","MegaeraField_","0082","MegaeraField_0082","","","","我要让你付出代价…！"
"Integrated","MegaeraField_","0083","MegaeraField_0083","","","","你真是浪费我的时间。"
"Integrated","MegaeraField_","0084","MegaeraField_0084","","","","站住别动。"
"Integrated","MegaeraField_","0085","MegaeraField_0085","","","","我马上就可以解决。"
"Integrated","MegaeraField_","0086","MegaeraField_0086","","","","求我饶你啊，笨蛋。"
"Integrated","MegaeraField_","0087","MegaeraField_0087","","","","你想来一下？"
"Integrated","MegaeraField_","0088","MegaeraField_0088","","","","再靠近点，扎格列欧斯。"
"Integrated","MegaeraField_","0089","MegaeraField_0089","","","","你站住别动。"
"Integrated","MegaeraField_","0090","MegaeraField_0090","","","","崽种！"
"Integrated","MegaeraField_","0091","MegaeraField_0091","","","","你这崽种！"
"Integrated","MegaeraField_","0092","MegaeraField_0092","","","","混蛋！"
"Integrated","MegaeraField_","0093","MegaeraField_0093","","","","你这混蛋！"
"Integrated","MegaeraField_","0094","MegaeraField_0094","","","","你竟敢！"
"Integrated","MegaeraField_","0095","MegaeraField_0095","","","","你敢？"
"Integrated","MegaeraField_","0096","MegaeraField_0096","","","","为什么你！"
"Integrated","MegaeraField_","0097","MegaeraField_0097","","","","好疼。"
"Integrated","MegaeraField_","0098","MegaeraField_0098","","","","该死！"
"Integrated","MegaeraField_","0099","MegaeraField_0099","","","","你去死！"
"Integrated","MegaeraField_","0100","MegaeraField_0100","","","","我诅咒你！"
"Integrated","MegaeraField_","0101","MegaeraField_0101","","","","血与黑暗啊！"
"Integrated","MegaeraField_","0102","MegaeraField_0102","","","","又来吗！"
"Integrated","MegaeraField_","0103","MegaeraField_0103","","","","够了！"
"Integrated","MegaeraField_","0104","MegaeraField_0104","","","","真是够了！"
"Integrated","MegaeraField_","0105","MegaeraField_0105","","","","够了！"
"Integrated","MegaeraField_","0106","MegaeraField_0106","","","","塔耳塔罗斯的卑劣暗灵啊，随我来！"
"Integrated","MegaeraField_","0107","MegaeraField_0107","","","","冥界的暗灵啊，随我来！"
"Integrated","MegaeraField_","0108","MegaeraField_0108","","","","听命于我！"
"Integrated","MegaeraField_","0109","MegaeraField_0109","","","","以哈迪斯之名！"
"Integrated","MegaeraField_","0110","MegaeraField_0110","","","","卑劣暗灵们，听令！"
"Integrated","MegaeraField_","0111","MegaeraField_0111","","","","我需要支援！"
"Integrated","MegaeraField_","0112","MegaeraField_0112","","","","看看你怎么对付这个！"
"Integrated","MegaeraField_","0113","MegaeraField_0113","","","","还没完呢！"
"Integrated","MegaeraField_","0114","MegaeraField_0114","","","","我们才刚刚开始呢。"
"Integrated","MegaeraField_","0115","MegaeraField_0115","","","","你要为此付出代价。"
"Integrated","MegaeraField_","0116","MegaeraField_0116","","","","我会让你受苦的。"
"Integrated","MegaeraField_","0117","MegaeraField_0117","","","","我还没结束呢。"
"Integrated","MegaeraField_","0118","MegaeraField_0118","","","","你可别自信过头。"
"Integrated","MegaeraField_","0119","MegaeraField_0119","","","","这还没有结束。"
"Integrated","MegaeraField_","0120","MegaeraField_0120","","","","我不会让你赢的。"
"Integrated","MegaeraField_","0121","MegaeraField_0121","","","","你还没打败我呢。"
"Integrated","MegaeraField_","0122","MegaeraField_0122","","","","你真是勇气可嘉。"
"Integrated","MegaeraField_","0123","MegaeraField_0123","","","","回家去吧，扎格列欧斯。"
"Integrated","MegaeraField_","0124","MegaeraField_0124","","","","这是你应得的。"
"Integrated","MegaeraField_","0125","MegaeraField_0125","","","","哈！蠢蛋。"
"Integrated","MegaeraField_","0126","MegaeraField_0126","","","","好了！现在滚出我的地盘。"
"Integrated","MegaeraField_","0127","MegaeraField_0127","","","","你现在对我毫无威胁。"
"Integrated","MegaeraField_","0128","MegaeraField_0128","","","","替我向哈迪斯问个好。"
"Integrated","MegaeraField_","0129","MegaeraField_0129","","","","你竟如此无知。"
"Integrated","MegaeraField_","0130","MegaeraField_0130","","","","你去死吧。"
"Integrated","MegaeraField_","0131","MegaeraField_0131","","","","滚出这里。"
"Integrated","MegaeraField_","0132","MegaeraField_0132","","","","你这白痴蠢蛋。"
"Integrated","MegaeraField_","0133","MegaeraField_0133","","","","我想应该是时候结束了。"
"Integrated","MegaeraField_","0134","MegaeraField_0134","","","","<笑声>"
"Integrated","MegaeraField_","0135","MegaeraField_0135","","","","<笑声>"
"Integrated","MegaeraField_","0136","MegaeraField_0136","","","","<笑声>"
"Integrated","MegaeraField_","0137","MegaeraField_0137","","","","你永远没法打败我，扎格。"
"Integrated","MegaeraField_","0138","MegaeraField_0138","","","","你就是不知道什么时候该收手。"
"Integrated","MegaeraField_","0139","MegaeraField_0139","","","","快点放弃吧，混蛋。"
"Integrated","MegaeraField_","0140","MegaeraField_0140","","","","我下次也会杀死你。"
"Integrated","MegaeraField_","0141","MegaeraField_0141","","","","要我一直这样做吗？"
"Integrated","MegaeraField_","0142","MegaeraField_0142","","","","你就是不长记性啊。"
"Integrated","MegaeraField_","0143","MegaeraField_0143","","","","终于抓到你了，扎格。"
"Integrated","MegaeraField_","0144","MegaeraField_0144","","","","真是有够花时间的。"
"Integrated","MegaeraField_","0145","MegaeraField_0145","","","","复仇的味道就是如此甜美。"
"Integrated","MegaeraField_","0146","MegaeraField_0146","","","","终于抓到你了，扎格列欧斯。"
"Integrated","MegaeraField_","0147","MegaeraField_0147","","","","你放水了吗，扎格列欧斯？"
"Integrated","MegaeraField_","0148","MegaeraField_0148","","","","你刚刚让我了…？"
"Integrated","MegaeraField_","0149","MegaeraField_0149","","","","不…！"
"Integrated","MegaeraField_","0150","MegaeraField_0150","","","","不！"
"Integrated","MegaeraField_","0151","MegaeraField_0151","","","","怎么…！"
"Integrated","MegaeraField_","0152","MegaeraField_0152","","","","怎么…？！"
"Integrated","MegaeraField_","0153","MegaeraField_0153","","","","什么…？！"
"Integrated","MegaeraField_","0154","MegaeraField_0154","","","","不可能！"
"Integrated","MegaeraField_","0155","MegaeraField_0155","","","","我不能——！"
"Integrated","MegaeraField_","0156","MegaeraField_0156","","","","又来？！"
"Integrated","MegaeraField_","0157","MegaeraField_0157","","","","还来？！"
"Unused","MegaeraField_","0158","MegaeraField_0158","","","","看到我惊喜不，扎格列欧斯？"
"Unused","MegaeraField_","0159","MegaeraField_0159","","","","我们又见面了，扎格列欧斯。"
"Unused","MegaeraField_","0160","MegaeraField_0160","","","","我就知道在这里能找到你。"
"Unused","MegaeraField_","0161","MegaeraField_0161","","","","你真是很容易找啊，扎格。"
"Unused","MegaeraField_","0162","MegaeraField_0162","","","","噢你来了。"
"Unused","MegaeraField_","0163","MegaeraField_0163","","","","我找到你了，扎格列欧斯。"
"Darren","MegaeraField_","0188","MegaeraField_0188","","","","出去，扎格列欧斯。我是说……我不会阻止你的。走吧。"
"Darren","MegaeraField_","0189","MegaeraField_0189","","","","只是改变了主意，并非改变心意。一直以来我们在这里的战斗……它不再奏效了。你现在走吧，不然会有麻烦。"
"Darren","MegaeraField_","0210","MegaeraField_0210","","","","我不跟你打。走。"
"Darren","MegaeraField_","0211","MegaeraField_0211","","","","就算是我们打过了。走。"
"Darren","MegaeraField_","0212","MegaeraField_0212","","","","继续前进吧，扎格列欧斯。别对任何人谈起这事。"
"Darren","MegaeraField_","0213","MegaeraField_0213","","","","命运偏爱你前往水仙花平原。走吧。"
"Darren","MegaeraField_","0214","MegaeraField_0214","","","","我跟你打完了，扎格。去吧。"
"Darren","MegaeraField_","0215","MegaeraField_0215","","","","出口就在我后面。快走。"
"Darren","MegaeraField_","0216","MegaeraField_0216","","","","你需要为你的前路保存实力。走吧。"
"Darren","MegaeraField_","0217","MegaeraField_0217","","","","接着走吧，扎格列欧斯。假装我从未在这儿见过你。"
"Integrated","MegaeraField_","0218","MegaeraField_0218","","","","我会抓到你的。"
"Integrated","MegaeraField_","0219","MegaeraField_0219","","","","去死吧。"
"Integrated","MegaeraField_","0220","MegaeraField_0220","","","","你活下来了？"
"Integrated","MegaeraField_","0221","MegaeraField_0221","","","","死吧！"
"Integrated","MegaeraField_","0222","MegaeraField_0222","","","","去死吧你。"
"Integrated","MegaeraField_","0223","MegaeraField_0223","","","","好甜噢。"
"Integrated","MegaeraField_","0224","MegaeraField_0224","","","","你流血了，扎格列欧斯。"
"Integrated","MegaeraField_","0225","MegaeraField_0225","","","","你撑不了多久的。"
"Integrated","MegaeraField_","0226","MegaeraField_0226","","","","你要回家了。"
"Integrated","MegaeraField_","0227","MegaeraField_0227","","","","放弃吧。"
"Integrated","MegaeraField_","0228","MegaeraField_0228","","","","快点放弃吧。"
"Integrated","MegaeraField_","0229","MegaeraField_0229","","","","你死了。"
"Integrated","MegaeraField_","0230","MegaeraField_0230","","","","你是我的。"
"Integrated","MegaeraField_","0231","MegaeraField_0231","","","","我知道倪克斯在帮助你。"
"Integrated","MegaeraField_","0232","MegaeraField_0232","","","","你这作弊的…"
"Integrated","MegaeraField_","0233","MegaeraField_0233","","","","你没有胜算了，扎格列欧斯。"
"Integrated","MegaeraField_","0234","MegaeraField_0234","","","","马上就有你好看的了。"
"Integrated","MegaeraField_","0235","MegaeraField_0235","","","","抓到你了。"
"Integrated","MegaeraField_","0236","MegaeraField_0236","","","","一定很疼吧。"
"Integrated","MegaeraField_","0237","MegaeraField_0237","","","","你和你的这些小伎俩。"
"Integrated","MegaeraField_","0238","MegaeraField_0238","","","","哈！"
"Integrated","MegaeraField_","0239","MegaeraField_0239","","","","我能打败你。"
"Integrated","MegaeraField_","0240","MegaeraField_0240","","","","你慢下来了。"
"Integrated","MegaeraField_","0241","MegaeraField_0241","","","","接招！"
"Integrated","MegaeraField_","0242","MegaeraField_0242","","","","我说了快死！"
"Integrated","MegaeraField_","0243","MegaeraField_0243","","","","接着，扎格列欧斯！"
"Integrated","MegaeraField_","0244","MegaeraField_0244","","","","这样如何！"
"Integrated","MegaeraField_","0245","MegaeraField_0245","","","","你最好快跑。"
"Integrated","MegaeraField_","0246","MegaeraField_0246","","","","跑吧。"
"Integrated","MegaeraField_","0247","MegaeraField_0247","","","","跑吧！"
"Integrated","MegaeraField_","0248","MegaeraField_0248","","","","站住别动。"
"Integrated","MegaeraField_","0249","MegaeraField_0249","","","","站住别动！"
"Integrated","MegaeraField_","0250","MegaeraField_0250","","","","在黑暗中受苦吧！"
"Integrated","MegaeraField_","0251","MegaeraField_0251","","","","注意脚下。"
"Integrated","MegaeraField_","0252","MegaeraField_0252","","","","你为什么就是不放弃呢？"
"Integrated","MegaeraField_","0253","MegaeraField_0253","","","","给我站好！"
"Integrated","MegaeraField_","0254","MegaeraField_0254","","","","站好了！"
"Integrated","MegaeraField_","0255","MegaeraField_0255","","","","我要打败你。"
"Integrated","MegaeraField_","0256","MegaeraField_0256","","","","再靠近点。"
"Integrated","MegaeraField_","0257","MegaeraField_0257","","","","哪儿也别想去。"
"Integrated","MegaeraField_","0258","MegaeraField_0258","","","","一鞭子肯定是不够。"
"Integrated","MegaeraField_","0259","MegaeraField_0259","","","","喜欢我的鞭子吗？"
"Integrated","MegaeraField_","0260","MegaeraField_0260","","","","鞭子来了！"
"Integrated","MegaeraField_","0261","MegaeraField_0261","","","","我会让你喊疼的。"
"Integrated","MegaeraField_","0262","MegaeraField_0262","","","","呃不。"
"Integrated","MegaeraField_","0263","MegaeraField_0263","","","","啊，该死！"
"Integrated","MegaeraField_","0264","MegaeraField_0264","","","","呃啊，你！"
"Integrated","MegaeraField_","0265","MegaeraField_0265","","","","呕！"
"Integrated","MegaeraField_","0266","MegaeraField_0266","","","","嘎啊啊！"
"Integrated","MegaeraField_","0267","MegaeraField_0267","","","","哧，呵呵。"
"Integrated","MegaeraField_","0268","MegaeraField_0268","","","","我会让你痛苦。"
"Integrated","MegaeraField_","0269","MegaeraField_0269","","","","感觉如何？"
"Integrated","MegaeraField_","0270","MegaeraField_0270","","","","好了。"
"Integrated","MegaeraField_","0271","MegaeraField_0271","","","","这没什么。"
"Integrated","MegaeraField_","0272","MegaeraField_0272","","","","最后一次了。"
"Integrated","MegaeraField_","0273","MegaeraField_0273","","","","我会让你叫出来。"
"Integrated","MegaeraField_","0274","MegaeraField_0274","","","","我会比之前更狠。"
"Integrated","MegaeraField_","0275","MegaeraField_0275","","","","我感受到你的痛苦了。"
"Integrated","MegaeraField_","0276","MegaeraField_0276","","","","我不这么认为。"
"Integrated","MegaeraField_","0277","MegaeraField_0277","","","","你太弱了，扎格。"
"Integrated","MegaeraField_","0278","MegaeraField_0278","","","","弱者。"
"Integrated","MegaeraField_","0279","MegaeraField_0279","","","","不行。"
"Integrated","MegaeraField_","0280","MegaeraField_0280","","","","我觉得不行。"
"Integrated","MegaeraField_","0281","MegaeraField_0281","","","","笨蛋。"
"Integrated","MegaeraField_","0282","MegaeraField_0282","","","","噗。"
"Integrated","MegaeraField_","0283","MegaeraField_0283","","","","你伤不到我的。"
"Integrated","MegaeraField_","0284","MegaeraField_0284","","","","我需要支援！"
"Integrated","MegaeraField_","0285","MegaeraField_0285","","","","来吧，暗灵们！"
"Integrated","MegaeraField_","0286","MegaeraField_0286","","","","需要支援，该死！"
"Integrated","MegaeraField_","0287","MegaeraField_0287","","","","给我杀了他，暗灵们！"
"Integrated","MegaeraField_","0288","MegaeraField_0288","","","","暗灵们，给我拿下他！"
"Integrated","MegaeraField_","0289","MegaeraField_0289","","","","给你介绍下我的朋友们。"
"Integrated","MegaeraField_","0290","MegaeraField_0290","","","","就是这样。"
"Integrated","MegaeraField_","0291","MegaeraField_0291","","","","好的。"
"Integrated","MegaeraField_","0292","MegaeraField_0292","","","","该了结了。"
"Integrated","MegaeraField_","0293","MegaeraField_0293","","","","现在就结束吧。"
"Integrated","MegaeraField_","0294","MegaeraField_0294","","","","我跟你还没完。"
"Integrated","MegaeraField_","0295","MegaeraField_0295","","","","够了吧。"
"Integrated","MegaeraField_","0296","MegaeraField_0296","","","","终于。"
"Integrated","MegaeraField_","0297","MegaeraField_0297","","","","终于逮到你了。"
"Integrated","MegaeraField_","0298","MegaeraField_0298","","","","逮到你了。"
"Integrated","MegaeraField_","0299","MegaeraField_0299","","","","别再回来了。"
"Integrated","MegaeraField_","0300","MegaeraField_0300","","","","白痴。"
"Integrated","MegaeraField_","0301","MegaeraField_0301","","","","你这笨蛋。"
"Integrated","MegaeraField_","0302","MegaeraField_0302","","","","一定替我向倪克斯问好噢。"
"Integrated","MegaeraField_","0303","MegaeraField_0303","","","","在冥河里淹死吧。"
"Integrated","MegaeraField_","0304","MegaeraField_0304","","","","结束了。"
"Integrated","MegaeraField_","0305","MegaeraField_0305","","","","没什么可说的了。"
"Integrated","MegaeraField_","0306","MegaeraField_0306","","","","我会一次又一次地杀死你。"
"Integrated","MegaeraField_","0307","MegaeraField_0307","","","","你闪闪发光的亲戚在这里可帮不了你。"
"Integrated","MegaeraField_","0308","MegaeraField_0308","","","","下一次也会是这样的结果。"
"Integrated","MegaeraField_","0309","MegaeraField_0309","","","","不管几次我都会把你送回去。"
"Integrated","MegaeraField_","0310","MegaeraField_0310","","","","我必须得赢。"
"Integrated","MegaeraField_","0311","MegaeraField_0311","","","","为何心不在焉…？"
"Integrated","MegaeraField_","0312","MegaeraField_0312","","","","我会尽全力去复仇。"
"Integrated","MegaeraField_","0313","MegaeraField_0313","","","","命运之神这次站在了我这边。"
"Integrated","MegaeraField_","0314","MegaeraField_0314","","","","你手生了，扎格。"
"Integrated","MegaeraField_","0315","MegaeraField_0315","","","","滚吧。"
"Integrated","MegaeraField_","0316","MegaeraField_0316","","","","呃嗯，该死…"
"Integrated","MegaeraField_","0317","MegaeraField_0317","","","","你该死…"
"Integrated","MegaeraField_","0318","MegaeraField_0318","","","","啊，血与——"
"Integrated","MegaeraField_","0319","MegaeraField_0319","","","","冥王哈迪斯，我…"
"Integrated","MegaeraField_","0320","MegaeraField_0320","","","","妹妹们…"
"Integrated","MegaeraField_","0321","MegaeraField_0321","","","","为什么你…"
"Integrated","MegaeraField_","0322","MegaeraField_0322","","","","这难道…"
"Integrated","MegaeraField_","0323","MegaeraField_0323","","","","我怎么会——！"
"Integrated","MegaeraField_","0324","MegaeraField_0324","","","","太可笑了…"
"Integrated","MegaeraField_","0325","MegaeraField_0325","","","","为什么…"
"Integrated","MegaeraField_","0326","MegaeraField_0326","","","","阿莱克托!"
"Integrated","MegaeraField_","0327","MegaeraField_0327","","","","阿勒克图……！"
"Integrated","MegaeraField_","0328","MegaeraField_0328","","","","阿莱克托, 这边！"
"Integrated","MegaeraField_","0329","MegaeraField_0329","","","","阿莱克托, 这边……！"
"Integrated","MegaeraField_","0330","MegaeraField_0330","","","","阿莱克托，现在！"
"Integrated","MegaeraField_","0331","MegaeraField_0331","","","","阿莱克托，快！！"
"Integrated","MegaeraField_","0332","MegaeraField_0332","","","","现在，阿莱克托！"
"Integrated","MegaeraField_","0333","MegaeraField_0333","","","","快，阿莱克托！！"
"Integrated","MegaeraField_","0334","MegaeraField_0334","","","","阿勒克图，逮住他！"
"Integrated","MegaeraField_","0335","MegaeraField_0335","","","","阿勒克图，让他流血！"
"Integrated","MegaeraField_","0336","MegaeraField_0336","","","","阿勒克图！！"
"Darren","MegaeraField_","0337","MegaeraField_0337","","","","妈的，阿勒克图。"
"Darren","MegaeraField_","0338","MegaeraField_0338","","","","阿勒克图……"
"Integrated","MegaeraField_","0339","MegaeraField_0339","","","","准备好，阿勒克图。"
"Integrated","MegaeraField_","0340","MegaeraField_0340","","","","做好准备，姐妹们！"
"Integrated","MegaeraField_","0341","MegaeraField_0341","","","","提西福涅！"
